iter	Logloss
508	0.2479068865
509	0.2477659958
510	0.2476639466
511	0.247511803
512	0.2473813803
513	0.2472636689
514	0.2471391319
515	0.2471142364
516	0.2470565514
517	0.2469691319
518	0.2468799327
519	0.2467331862
520	0.2466862191
521	0.2465358126
522	0.2464142706
523	0.2462619655
524	0.2461440358
525	0.2460903526
526	0.2459965263
527	0.2458947224
528	0.2457904562
529	0.2457027438
530	0.2456608877
531	0.2455291485
532	0.2454557882
533	0.245374302
534	0.2452759105
535	0.2452072769
536	0.2451095459
537	0.2450563269
538	0.2449363936
539	0.2448446918
540	0.2447625184
541	0.2447120701
542	0.2445715877
543	0.2444925587
544	0.2443990899
545	0.2443283766
546	0.244241463
547	0.2440403568
548	0.2439896493
549	0.2439122743
550	0.2438367853
551	0.2437683694
552	0.2437040348
553	0.2436345342
554	0.2434908765
555	0.2434575536
556	0.2433829538
557	0.2432738108
558	0.2432215122
559	0.2431258266
560	0.24305978
561	0.2429657996
562	0.2429081732
563	0.2428141207
564	0.2427140272
565	0.2426317511
566	0.2424640074
567	0.2423871048
568	0.242288681
569	0.2422108854
570	0.2420904695
571	0.2420319582
572	0.2419224603
573	0.2418190766
574	0.2417691479
575	0.2416750915
576	0.2415519714
577	0.241472517
578	0.2413576457
579	0.2412790923
580	0.2412119132
581	0.2411400574
582	0.2410595787
583	0.2409234113
584	0.2408765417
585	0.2408047118
586	0.2407151906
587	0.240641864
588	0.2404900669
589	0.2404272667
590	0.2403009362
591	0.2401967943
592	0.2401283767
593	0.2400484269
594	0.2399164158
595	0.2398558009
596	0.2398235266
597	0.239744009
598	0.2396376769
599	0.2394855517
600	0.2393986263
601	0.2393421185
602	0.2392246464
603	0.2391773793
604	0.2390503983
605	0.2390021547
606	0.2388923982
607	0.2388019959
608	0.2386429866
609	0.2385603246
610	0.2384713677
611	0.2384065489
612	0.2382808183
613	0.2382363536
614	0.2380938154
615	0.2380432033
616	0.2379915718
617	0.237880467
618	0.2377899373
619	0.2376889987
620	0.2375943464
621	0.2374836277
622	0.2373547997
623	0.2372736077
624	0.2372288665
625	0.2371475363
626	0.2370583339
627	0.2369616784
628	0.2368688791
629	0.2368158365
630	0.2367433442
631	0.2366571358
632	0.236577216
633	0.2365102637
634	0.2364396777
635	0.2363360199
636	0.2362475388
637	0.2361623275
638	0.2360654566
639	0.2359478692
640	0.235905904
641	0.2358521791
642	0.2358176853
643	0.2357370749
644	0.2356434057
645	0.2355759473
646	0.2355266841
647	0.235462544
648	0.2353730854
649	0.2353181066
650	0.235235159
651	0.235128462
652	0.2349895613
653	0.2348969375
654	0.2347923928
655	0.2347175318
656	0.2346180519
657	0.2345529481
658	0.2344758225
659	0.2344011709
660	0.2343064477
661	0.234209372
662	0.2340763179
663	0.2339730703
664	0.2338720176
665	0.2338279969
666	0.2337397637
667	0.2336494572
668	0.2335964865
669	0.2335259618
670	0.2334346031
671	0.2333460821
672	0.2332768377
673	0.233196903
674	0.2331449732
675	0.2330768394
676	0.2329779708
677	0.232931552
678	0.232811324
679	0.2327170152
680	0.2325504495
681	0.2325003536
682	0.2324058241
683	0.2323587337
684	0.2322843086
685	0.2321862044
686	0.2320808002
687	0.2318993248
688	0.231762957
689	0.2317061028
690	0.2315893353
691	0.2314836899
692	0.2313953141
693	0.2313167324
694	0.2312284464
695	0.2311794019
696	0.231117612
697	0.2310795515
698	0.2309879557
699	0.2308849874
700	0.2308064773
701	0.2307614284
702	0.2306953491
703	0.2306075956
704	0.2304859749
705	0.2304045408
706	0.230362422
707	0.230234808
708	0.2301878782
709	0.2301058649
710	0.2299836073
711	0.2297993856
712	0.2297236106
713	0.2296181223
714	0.2295106244
715	0.2294343217
716	0.2293367022
717	0.2292730993
718	0.2292083296
719	0.2291208059
720	0.2290739985
721	0.2290050193
722	0.2289293059
723	0.2288566127
724	0.228778242
725	0.2287350786
726	0.2286497047
727	0.2285686532
728	0.2285086126
729	0.2284110365
730	0.2283491455
731	0.2283074927
732	0.2281929637
733	0.228140413
734	0.2280829407
735	0.2280269703
736	0.2279268317
737	0.2278764426
738	0.2277838768
739	0.2277184406
740	0.2276415801
741	0.2275788136
742	0.2274685848
743	0.2273567791
744	0.227290177
745	0.2272252503
746	0.2271093309
747	0.2270513318
748	0.2269821051
749	0.2268951006
750	0.2268577757
751	0.2267374854
752	0.2266545715
753	0.2265211964
754	0.2264418443
755	0.2263816076
756	0.2262709857
757	0.2261135743
758	0.2260265171
759	0.2259487212
760	0.2258194408
761	0.2257010399
762	0.2255895058
763	0.2254854766
764	0.2254323428
765	0.2253678758
766	0.2252679648
767	0.2251711311
768	0.2250901768
769	0.2250243447
770	0.2249088759
771	0.2247924758
772	0.2247571817
773	0.2246960144
774	0.2246403438
775	0.2245633019
776	0.2244798935
777	0.2243886577
778	0.2243161563
779	0.224150507
780	0.2241267481
781	0.2240438192
782	0.2239361936
783	0.2238129261
784	0.2237008513
785	0.2236356845
786	0.2235859985
787	0.2235286876
788	0.2234387724
789	0.2233471629
790	0.2232848582
791	0.2232325218
792	0.2231196845
793	0.2230741163
794	0.2230172167
795	0.2229076009
796	0.2228355933
797	0.2227757414
798	0.2226861279
799	0.2226054548
800	0.2225568033
801	0.222485539
802	0.2224039336
803	0.222317027
804	0.2222256346
805	0.2221488182
806	0.2220396183
807	0.2219970165
808	0.2219473343
809	0.2218610333
810	0.2217705349
811	0.2216902132
812	0.2216198402
813	0.2215000553
814	0.2214210088
815	0.2213145134
816	0.2212563945
817	0.2211948198
818	0.2211018906
819	0.2210395671
820	0.2209816428
821	0.2208975366
822	0.2207876028
823	0.2207006007
824	0.2205683991
825	0.2205182451
826	0.2204321364
827	0.2203238732
828	0.2201951611
829	0.2201394317
830	0.2200474832
831	0.21997529
832	0.2199251369
833	0.2198482482
834	0.2197564679
835	0.2196673308
836	0.2195727369
837	0.2195267991
838	0.2194165037
839	0.2193365336
840	0.219256156
841	0.2191820488
842	0.219078283
843	0.2189887547
844	0.2189045014
845	0.2187976851
846	0.2187240409
847	0.2186128902
848	0.2185590934
849	0.218495048
850	0.2183952059
851	0.218282671
852	0.2182229554
853	0.218177822
854	0.2181459294
855	0.218099682
856	0.2180083072
857	0.2179016735
858	0.2177996897
859	0.2177339565
860	0.2176328451
861	0.2175207106
862	0.217391221
863	0.2172997121
864	0.2172812099
865	0.2171897308
866	0.2171592882
867	0.2170711137
868	0.2169964425
869	0.2169123763
870	0.2168527044
871	0.2167630187
872	0.2166542963
873	0.2165674552
874	0.2164746902
875	0.2163904261
876	0.2162828722
877	0.2161993541
878	0.2161043175
879	0.2160321225
880	0.2158813847
881	0.2157993991
882	0.2156964776
883	0.2156407433
884	0.2155733927
885	0.2154885765
886	0.2153875011
887	0.2153104712
888	0.2152245006
889	0.2151279499
890	0.2150468593
891	0.2149907758
892	0.2148998205
893	0.214817667
894	0.2147312873
895	0.2146510052
896	0.2145801884
897	0.2144755447
898	0.2144273462
899	0.2143466117
900	0.2142605823
901	0.2141757593
902	0.2140860105
903	0.2140317727
904	0.2139360698
905	0.2138676125
906	0.2137737967
907	0.2137013105
908	0.2136350456
909	0.2135866104
910	0.2135356458
911	0.2134045515
912	0.2133569294
913	0.2133210339
914	0.2132186855
915	0.2130816344
916	0.2130001185
917	0.2129173914
918	0.2128151532
919	0.2127634934
920	0.2126532184
921	0.2125886589
922	0.2125217763
923	0.2124277015
924	0.2123920186
925	0.2123283015
926	0.2122868067
927	0.212207656
928	0.2121530996
929	0.2121003427
930	0.2120773476
931	0.2119914567
932	0.2119181607
933	0.2118343648
934	0.2117476504
935	0.211671864
936	0.2115634375
937	0.2114921494
938	0.2114446228
939	0.2113806144
940	0.2113313698
941	0.2112281193
942	0.2111363277
943	0.2110381304
944	0.2110040217
945	0.2109336805
946	0.2108535422
947	0.2107796586
948	0.2107322103
949	0.2106380942
950	0.2105750984
951	0.2105587521
952	0.2104796711
953	0.2104354183
954	0.2102888874
955	0.2102272073
956	0.2101609015
957	0.2101186392
958	0.2100623684
959	0.2099852071
960	0.209931576
961	0.2098778906
962	0.2098212108
963	0.2097355904
964	0.2096675565
965	0.2095786562
966	0.2094775999
967	0.2094124806
968	0.2093137199
969	0.2092731325
970	0.2091795476
971	0.2090833485
972	0.2090221253
973	0.2089916735
974	0.2089134964
975	0.2088754638
976	0.2088181758
977	0.2087316225
978	0.2086518093
979	0.2085896408
980	0.2085149114
981	0.2084681313
982	0.2084018793
983	0.2083117255
984	0.2082109559
985	0.2080833051
986	0.2079705554
987	0.2078745753
988	0.2077955334
989	0.2077184245
990	0.2076516549
991	0.2075784212
992	0.2075384721
993	0.2074585229
994	0.2073760011
995	0.2072925473
996	0.20719592
997	0.2071256886
998	0.2070441865
999	0.2069738704
365
